Province;Regency;Category;Name;Price;Rating;Jumlah Rating
North Sumatra;Kabupaten Nias Barat;Alam;Kamadu Beach;;3.9;14
North Sumatra;Kabupaten Nias Barat;Alam;Pulau Asu;;4.6;25
North Sumatra;Kabupaten Nias Barat;Alam;Hinako Islands;;3.8;8
North Sumatra;Kabupaten Nias Barat;Alam;Bawa Island;;4.4;8
North Sumatra;Kabupaten Nias Barat;Alam;Sirombu Beach;;4.1;115
North Sumatra;Kabupaten Nias Selatan;Alam;Sisarahili Bawolato;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Tetehosi;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Heliweto Gido;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Hiliduho;;;
North Sumatra;Kabupaten Nias Selatan;Alam;101 Nusa Lima Beach & Resto;;4.1;105
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Onolimb;;3.9;15
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Onolimb;;3.9;15
North Sumatra;Kabupaten Nias Selatan;Alam;Heliweto Gido;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Onolimb;;3.9;15
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Asu;;4.6;25
North Sumatra;Kabupaten Nias Selatan;Alam;Hinako Islands;;3.8;8
North Sumatra;Kabupaten Nias Selatan;Alam;Pantai Sirombu;;4.5;107
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Hinako;;4.6;14
North Sumatra;Kabupaten Nias Selatan;Alam;Bawa Island;;4.4;8
North Sumatra;Kabupaten Nias Selatan;Alam;PUNCAK HARMONI SOMOMO;;4.2;5
North Sumatra;Kabupaten Nias Selatan;Alam;Sirombu Beach;;4.1;115
North Sumatra;Kabupaten Nias Selatan;Alam;Kamadu Beach;;3.9;14
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Asu;;4.6;25
North Sumatra;Kabupaten Nias Selatan;Alam;Hinako Islands;;3.8;8
North Sumatra;Kabupaten Nias Selatan;Alam;Bawa Island;;4.4;8
North Sumatra;Kabupaten Nias Selatan;Alam;Sirombu Beach;;4.1;115
North Sumatra;Kabupaten Nias Selatan;Alam;Hibala;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Tanah Masa;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Pulau Batu Timur;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Pulaupulau Batu Barat;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Pulau Batu Island;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Teluk Dalam;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Simuk;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Mazino;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Lahusa;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Pulaupulau Batu Barat;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Teluk Dalam;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Lahusa;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Somambawa;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Maniamolo;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Sidua'ori;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Susua;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Mazo;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Ulususua;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Boronadu;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Umbunasi;;;
North Sumatra;Kabupaten Nias Selatan;Alam;O'o'u;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Ulunoyo;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Hilimegai;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Onohazumba;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Huruna;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Hilisalawa'ahe;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Toma;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Fanayama;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Gomo;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Lolomatua;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Lalowau;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Amandraya;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Aramo;;;
North Sumatra;Kabupaten Nias Selatan;Alam;Desa Bawomataluo (Lompat Batu);;4.7;805
North Sumatra;Kabupaten Nias Selatan;Alam;Sorake Beach Sign Name;;4.5;159
North Sumatra;Kabupaten Nias Selatan;Alam;Lagundri BEACH SOUTH NIAS;;4.4;153
North Sumatra;Kabupaten Nias Selatan;Alam;Baloho Beach;;4.4;85
North Sumatra;Kabupaten Nias Selatan;Alam;Moale Beach;;4.5;41
North Sumatra;Kabupaten Nias Selatan;Alam;Telo Surf Camp;;;
North Sumatra;Kabupaten Nias Utara;Alam;Tugala Oyo;;;
North Sumatra;Kabupaten Nias Utara;Alam;Alasa;;;
North Sumatra;Kabupaten Nias Utara;Alam;Sitolu Ori;;;
North Sumatra;Kabupaten Nias Utara;Alam;Namohalu Esiwa;;;
North Sumatra;Kabupaten Nias Utara;Alam;Tuhemberua;;;
North Sumatra;Kabupaten Nias Utara;Alam;Lotu;;;
North Sumatra;Kabupaten Nias Utara;Alam;Afulu;;;
North Sumatra;Kabupaten Nias Utara;Alam;Lahewa Timur;;;
North Sumatra;Kabupaten Nias Utara;Alam;Sawo;;;
North Sumatra;Kabupaten Nias Utara;Alam;Alasa Talumuzoi;;;
North Sumatra;Kabupaten Nias Utara;Alam;Pantai Indah Tureloto;;4.7;801
North Sumatra;Kabupaten Nias Utara;Alam;Tureloto Beach Lahewa;;4.5;191
North Sumatra;Kabupaten Nias Utara;Alam;Pantai Pasir Merah, Afulu;;4.6;59
North Sumatra;Kabupaten Nias Utara;Alam;SAITI BEACH;;4.3;92
North Sumatra;Kabupaten Nias Utara;Alam;Pantai Teluk Bengkuang;;4.2;147
North Sumatra;Kabupaten Nias Utara;Alam;Pantai Marisa;;4.5;35
North Sumatra;Kabupaten Nias Utara;Alam;Air terjun Luahandroi;;4.4;10
North Sumatra;Kabupaten Nias Utara;Alam;Pulau Wunga;;4.7;9
North Sumatra;Kabupaten Nias Utara;Alam;Pantai TOYOLAWA;;4.0;7
North Sumatra;Kabupaten Padang Lawas;Alam;Pantai Indah Tureloto;;4.7;801
North Sumatra;Kabupaten Padang Lawas;Alam;Tureloto Beach Lahewa;;4.5;191
North Sumatra;Kabupaten Padang Lawas;Alam;Pantai Pasir Merah, Afulu;;4.6;59
North Sumatra;Kabupaten Padang Lawas;Alam;SAITI BEACH;;4.3;92
North Sumatra;Kabupaten Padang Lawas;Alam;Pantai Teluk Bengkuang;;4.2;147
North Sumatra;Kabupaten Padang Lawas;Alam;Pantai Marisa;;4.5;35
North Sumatra;Kabupaten Padang Lawas;Alam;Air terjun Luahandroi;;4.4;10
North Sumatra;Kabupaten Padang Lawas;Alam;Pulau Wunga;;4.7;9
North Sumatra;Kabupaten Padang Lawas;Alam;Pantai TOYOLAWA;;4.0;7
North Sumatra;Kabupaten Padang Lawas;Alam;Bahal Temple I;;4.4;212
North Sumatra;Kabupaten Padang Lawas;Alam;Aek Milas Paringgonan Sibuhuan;;4.1;208
North Sumatra;Kabupaten Padang Lawas;Religi;CANDI SIPAMUTUNG;;4.5;35
North Sumatra;Kabupaten Padang Lawas;Religi;Candi Biaro Sangkilon;;4.7;3
North Sumatra;Kabupaten Padang Lawas;Religi;Candi Tandihat I;;4.7;9
North Sumatra;Kabupaten Padang Lawas;Religi;Candi Pulo;;4.3;11
North Sumatra;Kabupaten Pakpak Bharat;Alam;Pantai Indah Tureloto;;4.7;801
North Sumatra;Kabupaten Pakpak Bharat;Alam;Tureloto Beach Lahewa;;4.5;191
North Sumatra;Kabupaten Pakpak Bharat;Alam;Pantai Pasir Merah, Afulu;;4.6;59
North Sumatra;Kabupaten Pakpak Bharat;Alam;SAITI BEACH;;4.3;92
North Sumatra;Kabupaten Pakpak Bharat;Alam;Pantai Teluk Bengkuang;;4.2;147
North Sumatra;Kabupaten Pakpak Bharat;Alam;Pantai Marisa;;4.5;35
North Sumatra;Kabupaten Pakpak Bharat;Alam;Air terjun Luahandroi;;4.4;10
North Sumatra;Kabupaten Pakpak Bharat;Alam;Pulau Wunga;;4.7;9
North Sumatra;Kabupaten Pakpak Bharat;Alam;Pantai TOYOLAWA;;4.0;7
North Sumatra;Kabupaten Pakpak Bharat;Alam;Bahal Temple I;;4.4;212
North Sumatra;Kabupaten Pakpak Bharat;Sejarah;Aek Milas Paringgonan Sibuhuan;;4.1;208
North Sumatra;Kabupaten Pakpak Bharat;Alam;CANDI SIPAMUTUNG;;4.5;35
North Sumatra;Kabupaten Pakpak Bharat;Religi;Candi Biaro Sangkilon;;4.7;3
North Sumatra;Kabupaten Pakpak Bharat;Religi;Candi Tandihat I;;4.7;9
North Sumatra;Kabupaten Pakpak Bharat;Religi;Candi Pulo;;4.3;11
North Sumatra;Kabupaten Samosir;Alam;Pantai Indah Tureloto;;4.7;801
North Sumatra;Kabupaten Samosir;Alam;Tureloto Beach Lahewa;;4.5;191
North Sumatra;Kabupaten Samosir;Alam;Pantai Pasir Merah, Afulu;;4.6;59
North Sumatra;Kabupaten Samosir;Alam;SAITI BEACH;;4.3;92
North Sumatra;Kabupaten Samosir;Alam;Pantai Teluk Bengkuang;;4.2;147
North Sumatra;Kabupaten Samosir;Alam;Pantai Marisa;;4.5;35
North Sumatra;Kabupaten Samosir;Alam;Air terjun Luahandroi;;4.4;10
North Sumatra;Kabupaten Samosir;Alam;Pulau Wunga;;4.7;9
North Sumatra;Kabupaten Samosir;Alam;Pantai TOYOLAWA;;4.0;7
North Sumatra;Kabupaten Samosir;Alam;Air Terjun Lae Mbilulu;;4.5;204
North Sumatra;Kabupaten Samosir;Alam;Wisata Delleng sindeka;;4.6;25
North Sumatra;Kabupaten Samosir;Alam;Menara Pandang Tele;;4.5;3,419
North Sumatra;Kabupaten Samosir;Alam;Pertunjukan Tari Sigale Gale;;4.5;2,512
North Sumatra;Kabupaten Samosir;Alam;Bukit Holbung Samosir;;;
North Sumatra;Kabupaten Samosir;Alam;Efrata Waterfall;;4.7;1,55
North Sumatra;Kabupaten Samosir;Alam;Bukit Sibea-Bea;;4.5;1,288
North Sumatra;Kabupaten Samosir;Alam;Pasir putih Parbaba;;4.5;1,256
North Sumatra;Kabupaten Samosir;Alam;Batu Kursi Raja Siallagan ( Stone Chair of King Siallagan );;4.3;2,818
North Sumatra;Kabupaten Samosir;Alam;Pasar Tomok;;4.5;1,282
North Sumatra;Kabupaten Samosir;Alam;Aek Rangat;;4.4;1,299
North Sumatra;Kabupaten Samosir;Alam;Huta Siallagan;;4.3;1,37
North Sumatra;Kabupaten Samosir;Alam;Bukit Beta Tuk-tuk;;4.7;368
North Sumatra;Kabupaten Samosir;Alam;Danau Aek Natonang;;4.6;343
North Sumatra;Kabupaten Samosir;Alam;Parhallow viewpoint and coffee shop;;4.5;231
North Sumatra;Kabupaten Samosir;Alam;Sopo Guru Tatea Bulan;;4.6;440
North Sumatra;Kabupaten Samosir;Alam;Batak Museum;;4.6;337
North Sumatra;Kabupaten Samosir;Alam;Air Terjun Lae Mbilulu;;4.3;389
North Sumatra;Kabupaten Samosir;Alam;Wisata Delleng sindeka;;4.5;252
North Sumatra;Kabupaten Samosir;Alam;Menara Pandang Tele;;4.4;148
North Sumatra;Kabupaten Samosir;Alam;Pertunjukan Tari Sigale Gale;;4.7;205
North Sumatra;Kabupaten Samosir;Alam;Onan Runggu;;4.3;332
North Sumatra;Kabupaten Samosir;Alam;Bukit Holbung Samosir;;4.7;129
North Sumatra;Kabupaten Samosir;Alam;Efrata Waterfall;;4.3;365
North Sumatra;Kabupaten Samosir;Alam;Bukit Sibea-Bea;;4.3;324
North Sumatra;Kabupaten Samosir;Alam;Pasir putih Parbaba;;4.7;109
North Sumatra;Kabupaten Samosir;Sejarah;Batu Kursi Raja Siallagan ( Stone Chair of King Siallagan );;4.3;204
North Sumatra;Kabupaten Samosir;Alam;Pasar Tomok;;4.7;114
North Sumatra;Kabupaten Samosir;Alam;Aek Rangat;;4.7;103
North Sumatra;Kabupaten Samosir;Alam;Huta Siallagan;;4.4;110
North Sumatra;Kabupaten Samosir;Alam;Bukit Beta Tuk-tuk;;4.2;251
North Sumatra;Kabupaten Samosir;Alam;Danau Aek Natonang;;4.8;67
North Sumatra;Kabupaten Samosir;Alam;Parhallow viewpoint and coffee shop;;4.1;333
North Sumatra;Kabupaten Samosir;Sejarah;Sopo Guru Tatea Bulan;;4.6;66
North Sumatra;Kabupaten Samosir;Sejarah;Batak Museum;;4.6;44
North Sumatra;Kabupaten Samosir;Alam;Air Terjun Sigarattung (Sampuran Na Pitu);;4.6;52
North Sumatra;Kabupaten Samosir;Alam;Old Tomb of King Sidabutar;;4.6;48
North Sumatra;Kabupaten Samosir;Sejarah;Tugu Toga Sinaga;;4.4;54
North Sumatra;Kabupaten Samosir;Alam;pantai pasir putih;;4.1;120
North Sumatra;Kabupaten Samosir;Alam;Patung Sigale gale;;5.0;3
North Sumatra;Kabupaten Samosir;Alam;Pemandian Aek Sipitu Dai;;4.7;26
North Sumatra;Kabupaten Samosir;Alam;Sigurgur Beach & Restaurant;;4.6;21
North Sumatra;Kabupaten Samosir;Alam;Bukit Burung;;4.6;13
North Sumatra;Kabupaten Samosir;Alam;Pantai Indah Situngkir (PIS);;4.8;4
North Sumatra;Kabupaten Samosir;Sejarah;Tugu Ompu Tuan Situmorang;;4.8;25
North Sumatra;Kabupaten Samosir;Alam;Batu Sawan;;4.2;45
North Sumatra;Kabupaten Samosir;Alam;Hadabuan Naisogop Waterfalls;;4.5;2
North Sumatra;Kabupaten Samosir;Alam;Samosir Botanical Garden;;4.9;12
North Sumatra;Kabupaten Samosir;Alam;Toga raja;;4.6;16
North Sumatra;Kabupaten Samosir;Sejarah;Museum Huta Bolon Simanindo;;4.3;172
North Sumatra;Kabupaten Samosir;Sejarah;Kampung Ulos Huta Raja;;4.4;9
North Sumatra;Kabupaten Samosir;Alam;Taman Doa Getsemani;;4.2;12
North Sumatra;Kabupaten Samosir;Alam;Gunung Pusuk Buhit;;4.4;214
North Sumatra;Kabupaten Samosir;Religi;Patung Tuhan Yesus;;4.3;11
North Sumatra;Kabupaten Samosir;Alam;Batu marhosa;;4.2;15
North Sumatra;Kabupaten Samosir;Alam;Pemandian Air Panas Rianiate;;;
North Sumatra;Kabupaten Samosir;Alam;Wisata Samosir;;4.7;43
North Sumatra;Kabupaten Samosir;Alam;BATUGURU- PANGALOAN;;4.4;151
North Sumatra;Kabupaten Samosir;Alam;Batu Maroppa;;4.0;1
North Sumatra;Kabupaten Samosir;Alam;Bukit Sipatungan;;4.0;5
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Indah Tureloto;;4.7;801
North Sumatra;Kabupaten Serdang Bedagai;Alam;Tureloto Beach Lahewa;;4.5;191
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Pasir Merah, Afulu;;4.6;59
North Sumatra;Kabupaten Serdang Bedagai;Alam;SAITI BEACH;;4.3;92
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Teluk Bengkuang;;4.2;147
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Marisa;;4.5;35
North Sumatra;Kabupaten Serdang Bedagai;Alam;Air terjun Luahandroi;;4.4;10
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pulau Wunga;;4.7;9
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai TOYOLAWA;;4.0;7
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Bahal Temple I;;4.4;212
North Sumatra;Kabupaten Serdang Bedagai;Alam;Aek Milas Paringgonan Sibuhuan;;4.1;208
North Sumatra;Kabupaten Serdang Bedagai;Religi;CANDI SIPAMUTUNG;;4.5;35
North Sumatra;Kabupaten Serdang Bedagai;Religi;Candi Biaro Sangkilon;;4.7;3
North Sumatra;Kabupaten Serdang Bedagai;Religi;Candi Tandihat I;;4.7;9
North Sumatra;Kabupaten Serdang Bedagai;Religi;Candi Pulo;;4.3;11
North Sumatra;Kabupaten Serdang Bedagai;Alam;Air Terjun Lae Mbilulu;;4.5;204
North Sumatra;Kabupaten Serdang Bedagai;Alam;Wisata Delleng sindeka;;4.6;25
North Sumatra;Kabupaten Serdang Bedagai;Alam;Menara Pandang Tele;;4.5;3,419
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pertunjukan Tari Sigale Gale;;4.5;2,512
North Sumatra;Kabupaten Serdang Bedagai;Alam;Onan Runggu;;;
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bukit Holbung Samosir;;4.7;1,55
North Sumatra;Kabupaten Serdang Bedagai;Alam;Efrata Waterfall;;4.5;1,288
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bukit Sibea-Bea;;4.5;1,256
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pasir putih Parbaba;;4.3;2,818
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Batu Kursi Raja Siallagan ( Stone Chair of King Siallagan );;4.5;1,282
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pasar Tomok;;4.4;1,299
North Sumatra;Kabupaten Serdang Bedagai;Alam;Aek Rangat;;4.3;1,37
North Sumatra;Kabupaten Serdang Bedagai;Alam;Huta Siallagan;;4.7;368
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bukit Beta Tuk-tuk;;4.6;343
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Danau Aek Natonang;;4.5;231
North Sumatra;Kabupaten Serdang Bedagai;Alam;Parhallow viewpoint and coffee shop;;4.6;440
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Sopo Guru Tatea Bulan;;4.6;337
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Batak Museum;;4.3;389
North Sumatra;Kabupaten Serdang Bedagai;Alam;Air Terjun Sigarattung (Sampuran Na Pitu);;4.5;252
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Old Tomb of King Sidabutar;;4.4;148
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Tugu Toga Sinaga;;4.7;205
North Sumatra;Kabupaten Serdang Bedagai;Alam;pantai pasir putih;;4.3;332
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Patung Sigale gale;;4.7;129
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pemandian Aek Sipitu Dai;;4.3;365
North Sumatra;Kabupaten Serdang Bedagai;Alam;Sigurgur Beach & Restaurant;;4.3;324
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bukit Burung;;4.7;109
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Indah Situngkir (PIS);;4.3;204
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Tugu Ompu Tuan Situmorang;;4.7;114
North Sumatra;Kabupaten Serdang Bedagai;Alam;Batu Sawan;;4.7;103
North Sumatra;Kabupaten Serdang Bedagai;Alam;Hadabuan Naisogop Waterfalls;;4.4;110
North Sumatra;Kabupaten Serdang Bedagai;Alam;Samosir Botanical Garden;;4.2;251
North Sumatra;Kabupaten Serdang Bedagai;Alam;Toga raja;;4.8;67
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Museum Huta Bolon Simanindo;;4.1;333
North Sumatra;Kabupaten Serdang Bedagai;Alam;Kampung Ulos Huta Raja;;4.6;66
North Sumatra;Kabupaten Serdang Bedagai;Alam;Taman Doa Getsemani;;4.6;44
North Sumatra;Kabupaten Serdang Bedagai;Alam;Gunung Pusuk Buhit;;4.6;52
North Sumatra;Kabupaten Serdang Bedagai;Alam;Patung Tuhan Yesus;;4.6;48
North Sumatra;Kabupaten Serdang Bedagai;Alam;Batu marhosa;;4.4;54
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pemandian Air Panas Rianiate;;4.1;120
North Sumatra;Kabupaten Serdang Bedagai;Alam;Wisata Samosir;;5.0;3
North Sumatra;Kabupaten Serdang Bedagai;Alam;BATUGURU- PANGALOAN;;4.7;26
North Sumatra;Kabupaten Serdang Bedagai;Alam;Batu Maroppa;;4.6;21
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bukit Sipatungan;;4.6;13
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Dolok Sipatungan;;4.8;4
North Sumatra;Kabupaten Serdang Bedagai;Alam;Creative Hub Samosir;;4.8;25
North Sumatra;Kabupaten Serdang Bedagai;Sejarah;Huta BOLON;;4.2;45
North Sumatra;Kabupaten Serdang Bedagai;Alam;Patung Yesus Tertinggi di Dunia;;4.5;2
North Sumatra;Kabupaten Serdang Bedagai;Alam;Sitapigagan Waterfall;;4.9;12
North Sumatra;Kabupaten Serdang Bedagai;Alam;Menara Pandang Simanindo;;4.6;16
North Sumatra;Kabupaten Serdang Bedagai;Alam;Lake Sidihoni;;4.3;172
North Sumatra;Kabupaten Serdang Bedagai;Alam;danau sidihoni.danau di atas danau;;4.4;9
North Sumatra;Kabupaten Serdang Bedagai;Alam;Simangande Waterfall;;4.2;12
North Sumatra;Kabupaten Serdang Bedagai;Alam;Mount Toba;;4.4;214
North Sumatra;Kabupaten Serdang Bedagai;Alam;Sijukjuk Hill;;4.3;11
North Sumatra;Kabupaten Serdang Bedagai;Alam;Sipatungan Hill;;4.2;15
North Sumatra;Kabupaten Serdang Bedagai;Alam;Waterfront City Pangururan;;;
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pulau Tulas;;4.7;43
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pusuk Buhit Mountain;;4.4;151
North Sumatra;Kabupaten Serdang Bedagai;Alam;Parbaba Beach;;4.0;1
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bukit Holbung Sipege;;4.0;5
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Pondok Permai .;;4.2;2,543
North Sumatra;Kabupaten Serdang Bedagai;Alam;R-Zoo & Park;;4.3;1,149
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Bali Lestari;;4.1;3,821
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Cermin Theme Park & ​​Resort Hotel;;4.1;1,958
North Sumatra;Kabupaten Serdang Bedagai;Alam;Sipispis Arung Jeram;;4.5;188
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Mangrove (Wisata Mangrove);;4.2;737
North Sumatra;Kabupaten Serdang Bedagai;Alam;Rafting Ancol;;4.5;172
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pasar Bengkel;;4.2;653
North Sumatra;Kabupaten Serdang Bedagai;Alam;Cemara Kembar Beach;;4.1;986
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Sri Mersing;;4.1;1,029
North Sumatra;Kabupaten Serdang Bedagai;Alam;Jericho Stable;;4.2;406
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Pondok Permai;;4.4;148
North Sumatra;Kabupaten Serdang Bedagai;Alam;Socfindo Conservation;;4.8;77
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Sialang Buah;;4.1;362
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Mangrove;;4.3;134
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pemandian Batu Nongol;;4.1;229
North Sumatra;Kabupaten Serdang Bedagai;Alam;Jembatan Jalinsum Sungai Ular;;4.2;147
North Sumatra;Kabupaten Serdang Bedagai;Alam;Tebing Tinggi City;;;
North Sumatra;Kabupaten Serdang Bedagai;Alam;Muara beach Beautiful;;4.1;92
North Sumatra;Kabupaten Serdang Bedagai;Alam;Wisata Sungai Bahbolon;;5.0;1
North Sumatra;Kabupaten Serdang Bedagai;Alam;PEMANDIAN ALAM BAH APUNG;;4.8;4
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Sentang;;4.1;105
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bali Lestari Beach;;4.3;3
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Atp;;4.2;23
North Sumatra;Kabupaten Serdang Bedagai;Alam;Bah Bolon;;5.0;1
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Mutiara;;4.0;81
North Sumatra;Kabupaten Serdang Bedagai;Alam;Cermin Beach;;3.9;91
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Mutiara Indah;;4.0;47
North Sumatra;Kabupaten Serdang Bedagai;Alam;Air Terjun Sampuran Widuri;;3.8;92
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Kelang;;3.8;177
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Kuala Putri;;3.8;201
North Sumatra;Kabupaten Serdang Bedagai;Alam;Pantai Merdeka;;3.6;5
North Sumatra;Kabupaten Serdang Bedagai;Alam;Romance Bay;;3.4;142
North Sumatra;Kabupaten Simalungun;Alam;Penatapan Simarjarunjung;;4.4;1,123
North Sumatra;Kabupaten Simalungun;Alam;Bah Manik;;4.3;1,429
North Sumatra;Kabupaten Simalungun;Alam;Aek Nauli ELephant Conservation Unit;;4.6;566
North Sumatra;Kabupaten Simalungun;Alam;Air Terjun Bah Biak Sidamanik;;4.2;1,345
North Sumatra;Kabupaten Simalungun;Alam;Bukit Sipiso Piso;;4.5;506
North Sumatra;Kabupaten Simalungun;Alam;Manigom Nauli;;4.4;512
North Sumatra;Kabupaten Simalungun;Alam;Swimmbath travel Nature Baths (Loc: Sweembat);;4.4;365
North Sumatra;Kabupaten Simalungun;Sejarah;Pesanggrahan Bung Karno;;4.5;220
North Sumatra;Kabupaten Simalungun;Alam;Wisata Anugerah Indah Sippan;;4.6;257
North Sumatra;Kabupaten Simalungun;Alam;Pemandian Alam Sejuk Pas;;4.1;1,195
North Sumatra;Kabupaten Simalungun;Alam;Tempat Pengasingan Soekarno;;4.4;229
North Sumatra;Kabupaten Simalungun;Alam;Pemandian Umbul;;4.3;385
North Sumatra;Kabupaten Simalungun;Alam;ANECC;;4.5;152
North Sumatra;Kabupaten Simalungun;Alam;Tea Gardens Bah Butong Sidamanik;;4.4;122
North Sumatra;Kabupaten Simalungun;Alam;Katasa Waterfall;;4.5;75
North Sumatra;Kabupaten Simalungun;Alam;Siramah Taman Rekreasi Keluarga;;4.2;320
North Sumatra;Kabupaten Simalungun;Alam;Green Star Park Simalungun;;4.1;457
North Sumatra;Kabupaten Simalungun;Alam;Taman Wisata Kera Sibaganding;;4.3;132
North Sumatra;Kabupaten Simalungun;Alam;Pemandian Timuran;;4.4;98
North Sumatra;Kabupaten Simalungun;Alam;Kolam Renang Kali Wetan;;4.6;73
North Sumatra;Kabupaten Simalungun;Alam;Wisata Pemandian Bah Tio/aqua;;4.5;66
North Sumatra;Kabupaten Simalungun;Alam;Puncak Simarjarunjung;;4.5;63
North Sumatra;Kabupaten Simalungun;Alam;Pantai Kenangan;;4.3;93
North Sumatra;Kabupaten Simalungun;Alam;Pelabuhan Parapat;;4.2;102
North Sumatra;Kabupaten Simalungun;Alam;air terjun sijambe;;4.5;47
North Sumatra;Kabupaten Simalungun;Alam;Air Terjun Jambuara Indah;;4.1;127
North Sumatra;Kabupaten Simalungun;Alam;Kali Wetan Water Park;;4.6;41
North Sumatra;Kabupaten Simalungun;Alam;ATV Sijambe;;4.6;41
North Sumatra;Kabupaten Simalungun;Alam;Tanjung Unta;;4.3;48
North Sumatra;Kabupaten Simalungun;Alam;Letda Sujono Monument;;4.2;101
North Sumatra;Kabupaten Simalungun;Alam;WISATA INDAH SIPPAN (WIS) JUMA REBEN 2;;4.7;41
